#time[sec] output_ch0
0.000000000000000000e+00 2.419900622379763111e-01 7.245211444250789466e-03
1.000000000000000087e-07 9.969410947289084612e-01 1.304138059965142052e-02
2.000000000000000174e-07 9.983901370177588053e-01 1.304138059965142052e-02
3.000000000000000394e-07 1.005635348462009526e+00 1.304138059965142052e-02
4.000000000000000348e-07 1.011431517617410236e+00 1.159233831080126211e-02
5.000000000000000833e-07 7.737885822459843466e-01 1.159233831080126211e-02
6.000000000000000787e-07 2.028659204390220738e-02 4.347126866550473506e-03
7.000000000000000742e-07 1.738850746620189403e-02 4.347126866550473506e-03
8.000000000000000697e-07 2.608276119930284104e-02 4.347126866550473506e-03
9.000000000000000652e-07 -1.304138059965142052e-02 2.898084577700315526e-03
1.000000000000000167e-06 2.492352736822271153e-01 7.245211444250789466e-03
1.100000000000000056e-06 9.954920524400583393e-01 1.159233831080126211e-02
1.200000000000000157e-06 9.940430101512083283e-01 1.304138059965142052e-02
1.300000000000000047e-06 1.017227686772810946e+00 1.304138059965142052e-02
1.400000000000000148e-06 9.983901370177588053e-01 1.304138059965142052e-02
1.500000000000000038e-06 7.766866668236845905e-01 1.014329602195110369e-02
1.600000000000000139e-06 1.883754975505205070e-02 4.347126866550473506e-03
1.700000000000000241e-06 1.883754975505205070e-02 4.347126866550473506e-03
1.800000000000000130e-06 8.694253733100947013e-03 4.347126866550473506e-03
1.900000000000000232e-06 1.738850746620189403e-02 4.347126866550473506e-03
2.000000000000000333e-06 2.303977239271751132e-01 4.347126866550473506e-03
2.100000000000000223e-06 9.954920524400583393e-01 1.159233831080126211e-02
2.200000000000000112e-06 1.001288221595459049e+00 1.304138059965142052e-02
2.300000000000000002e-06 1.009982475328559781e+00 1.159233831080126211e-02
2.400000000000000315e-06 1.002737263884309060e+00 1.159233831080126211e-02
2.500000000000000205e-06 7.766866668236845905e-01 1.014329602195110369e-02
2.600000000000000094e-06 1.738850746620189403e-02 2.898084577700315526e-03
2.700000000000000407e-06 1.738850746620189403e-02 4.347126866550473506e-03
2.800000000000000297e-06 8.694253733100947013e-03 4.347126866550473506e-03
2.900000000000000186e-06 1.014329602195110369e-02 2.898084577700315526e-03
3.000000000000000076e-06 2.448881468156766383e-01 7.245211444250789466e-03
3.100000000000000389e-06 9.969410947289084612e-01 1.304138059965142052e-02
3.200000000000000279e-06 9.983901370177588053e-01 1.304138059965142052e-02
3.300000000000000168e-06 1.007084390750859759e+00 1.304138059965142052e-02
3.400000000000000481e-06 1.011431517617410236e+00 1.304138059965142052e-02
3.500000000000000371e-06 7.694414553794337586e-01 1.304138059965142052e-02
3.600000000000000261e-06 3.622605722125394473e-02 4.347126866550473506e-03
3.700000000000000150e-06 -1.159233831080126211e-02 2.898084577700315526e-03
3.800000000000000463e-06 2.753180348815299772e-02 4.347126866550473506e-03
3.899999999999999929e-06 4.347126866550473506e-03 4.347126866550473506e-03
4.000000000000000666e-06 2.332958085048753849e-01 4.347126866550473506e-03
4.100000000000000556e-06 1.023023855928211434e+00 1.159233831080126211e-02
4.200000000000000445e-06 9.838997141292571413e-01 1.304138059965142052e-02
4.300000000000000335e-06 1.011431517617410236e+00 1.304138059965142052e-02
4.400000000000000224e-06 1.012880559906260247e+00 1.304138059965142052e-02
4.500000000000000114e-06 7.737885822459843466e-01 8.694253733100947013e-03
4.600000000000000004e-06 2.173563433275236753e-02 4.347126866550473506e-03
4.700000000000000740e-06 2.608276119930284104e-02 4.347126866550473506e-03
4.800000000000000630e-06 1.449042288850157763e-03 4.347126866550473506e-03
4.900000000000000519e-06 7.245211444250789466e-03 2.898084577700315526e-03
5.000000000000000409e-06 1.738850746620189403e-02 2.898084577700315526e-03
